textID,sentiment
f87dea47db,1
96d74cb729,1
eee518ae67,1
01082688c6,1
33987a8ee5,1
726e501993,1
261932614e,0
afa11da83f,1
e64208b4ef,1
37bcad24ca,1
24c92644a4,0
43b390b336,1
69d6b5d93e,0
5c1e0b61a1,1
504e45d9d9,1
ae93ad52a0,0
9fce30159a,0
00d5195223,1
33f19050cf,1
f7718b3c23,1
9ef44428d0,0
be634ebeb0,1
3dcf4f7e13,1
f0ef04109b,1
8be365118e,1
c50bdd4567,1
334954f215,0
b783916431,1
1fa8e6ad66,1
be38b29042,1
95701e8ed9,1
4dd58ecd2c,1
cf553cccd5,1
55c69c2d52,1
9b1a52cc02,1
cce5c4744a,1
c7f9d559e2,1
3d2478db59,0
6d846d7d50,0
599f51af6b,0
87daa62920,1
6506dc55ff,1
746d87f93e,1
ef7ef8e474,1
d3d7b13278,1
ddc07db84e,1
67afe60d31,1
17d18ba9ef,1
ab57d75f20,0
f0acd25d8e,1
cf3b068b03,1
d6c34fa875,1
614aed9113,1
dfa577d3c1,1
10dcbe4dfb,1
a0bfb12773,1
71f4a9b495,1
d33ed264b3,1
77f88ea9e2,1
fe1deac869,1
e591a725ef,1
2dbb28cc29,1
a7e4ad250a,1
7d87899024,0
461b51fa58,1
c31d79c440,0
32ee7ef6c2,1
29f805a7d2,1
d41fe360e4,1
a04c8c8695,1
25e42b2bf2,1
5843d17b1d,1
474d10ff48,1
38e69da3a1,1
972dc5787d,1
0ba6aaf9aa,0
7a81537034,1
311d2b185b,1
1e46d72ec6,1
390f169584,1
58129e4130,1
e6c9e5e3ab,1
cb5e709de8,1
a14b4ff440,1
5d57a5eda2,1
1e3561e921,1
c2ea5cb58b,1
cde0016d6d,0
5fc411e8d1,1
5ffb19ae8f,1
76da985a47,1
3a98aa4762,1
886545bbab,1
2afe118dc3,1
704c53f4cf,1
71fa60d9ff,1
c238c4dbb7,0
dc73e85417,1
af63915fa9,1
eb2fc4d281,1
f9382a1f7b,1
54670ca807,1
3ab338c459,1
c7c7f7f025,1
1256e6a4d2,1
990cdeae87,1
9a55d83c79,1
c8307a482d,1
0a21b662a4,1
297f7d9e0f,1
68901906a4,1
3112944847,1
8f8334ffa2,1
322546026e,1
e6c154f9be,0
e96d849b35,1
124e30d941,1
fbb5742bbb,1
e90acf3c42,1
0b0944285d,1
a11da2d3bf,1
161bfc7c8a,1
4a65010643,1
1b460c82f0,1
43e91a5488,1
410dd99aa3,1
b3eadfc565,1
480894125b,1
001617fca4,1
52f2f23473,1
e7e27b0c91,1
834dc73c0c,1
aeb0e9d730,1
c672c9da1d,1
cbee1946d3,1
b1999f0951,1
25510fbf89,1
bcb9426abb,1
0d29624200,1
3f0f5891ab,1
0b34e66ea3,1
11de8c0456,0
d5712716e9,1
3f90f95beb,1
c108e09b19,1
7223fdccc2,1
f254748cdb,1
256453d14f,1
8fd01857a9,1
37227c0dbf,1
20aff2fcb1,0
ca223af36e,1
90977e9614,1
433b1ab9ea,1
37771d1bc1,1
fa99046452,1
14760477ad,0
da908a6635,1
2053a455e9,1
1ea547383b,1
6634c62acf,1
c7240790da,1
08ede23635,1
4e87dcff0e,1
4b0b53bc98,1
fd3a622954,1
e34af4fd97,1
0e8aa10a4e,1
29148dc95c,1
56a15cf6ca,0
b99969c2fb,1
b0f3142cb4,1
5ff525b74b,1
4fd80e66e0,1
e77a8f8f2d,1
4ea7102112,1
6a14956779,1
7c2fcb712e,1
cdd172d6a7,1
d2a21b3cb7,1
799e17e7a7,1
0a49cdbdf6,1
4a13c1093d,1
9407ce6ccc,1
820f19ca44,1
683bb73c09,1
0d14593b11,1
9ac13b3739,1
16ee71e6df,1
f5d47f04f5,1
e131c496a2,1
bc6d7b4364,1
c87be630b5,1
e4ad1684bb,1
f7835156a5,1
03bb148b87,1
b47c430fda,1
0234e16010,1
be9ed19513,1
bf7240df91,1
2f883c6eb1,1
a1320a5050,1
d72a60bee8,1
bc9ebe0002,0
64ddc1f8a2,0
03f6b8d900,0
2d475b1b23,0
87473f5175,0
7a09871d21,1
96ec2855e4,1
45cf9ba329,1
bab68144cd,1
fc49e426f5,1
a172818c9e,1
036191bb61,1
3ef85c201c,1
ea348ea738,1
fd10f463c9,1
e6e02e1be6,1
8112c62d00,1
0f89951346,0
f3ec0395b0,1
37ffa83550,1
cb8c730261,1
be33b5cb9a,1
4fed31099f,1
de288eb45b,1
7ab82d9fda,1
9d8a45d308,0
d25c4179f6,0
6cd35dd82e,1
65275b51e2,1
9fae9e3145,1
e515132ae4,1
df3c7485ae,1
bd8ba2ad7e,1
58be40735c,1
b5a0a16fd7,1
044f146e5c,1
a8e17db0cc,0
abda0ac082,1
b01506af48,1
53969f2468,0
4df63939ef,1
f43efa3560,1
c89e41fc7c,1
b9ec075666,1
ca333e378d,0
5a91b175f6,1
ac00adda49,0
cf9dc7479a,1
005e2e60d3,1
0b1fad03e9,1
2c72a5582a,1
af0778ed50,1
1e0416ec46,1
1e6f72ea44,0
cc930f7aa8,1
9c202174a3,1
b9a1df7a8a,1
7b3132d3cc,1
5f80970983,1
f008d91039,1
c223721eed,1
7f8a3308f8,1
3f7adda0a4,1
6c60cf0bb2,1
f77651be05,1
aff740a028,1
c3f1116734,0
4b57011c85,1
cb4266c560,1
dcb3bb2912,1
f61b40624e,1
b6d2229b03,1
299fda8c5b,1
fbea09d42d,1
1b62e0c672,1
2452a0aa6a,1
8a821c6d63,1
0f93ebfb23,1
dd655c5aee,1
e94ceb6edd,1
61e8b484df,1
5be41389ce,1
bd0f0ebc57,1
772ba56ce6,1
390f00c85a,0
4a680661d5,1
e2505e6219,1
0d85e6d515,0
086671fad9,1
9c99cd9396,1
f35cc8bb35,1
5ba64af2fd,1
dbd82ea5bd,1
8b6c53f38b,1
e8cb7f18bd,1
9ea273deaa,1
cf0d831059,1
8f0bafc9dc,1
0888d7dab7,1
04d3c2d056,1
8bbaca6e4b,1
4a9529e753,1
8be2d4f69f,1
d9c10546e6,1
90be8eaffb,1
8ba332dbbd,1
1086c26e82,1
b357b9e7d2,1
0050eebd18,1
426cb788e5,1
d30d23e543,1
04a204382a,1
2bc1a7126b,1
a2fb29c072,1
a2bbae6c4c,1
0ce30035ac,1
b3505b0aa7,1
99fcc18a8d,1
2b6bc6920b,1
d40dd3b17b,1
5aa8a5280f,1
7dd57c2598,0
142108215,1
f4aba8da1c,1
9cf9045a3c,1
1962095a32,1
9acf7846ab,0
e4d58eb70f,1
791b4a40af,1
0c415791d1,1
3bd0bff670,1
c7f27553b8,1
a717783c80,1
5a2add1cd8,1
5999397144,1
54a3eab849,1
77b6b38e7e,1
dd6ea8c37a,0
af08dd0be5,1
3cd447856a,1
d7765a3fd6,1
509033a1ff,1
b09f14d65a,0
3160620b36,1
b2e3ebc647,1
1f9644b008,1
1fee7a1358,1
42d3659c3d,1
8746563ae3,1
01fb29c047,0
065e4c2dba,1
d0380dbe70,1
d0c092c3ee,0
ed92ed183a,0
75d0302de7,1
96c5092f80,1
ddbc8dba62,1
80b61dc4e6,1
37897b1693,0
7a4af13b01,1
000ceaec55,1
97cd2255be,1
bebfd966a0,1
bebcdc05ad,1
e2ea1af68e,1
25c3c99b1a,1
ee27c73f40,1
f90a6f5da0,0
49e9fe8b96,1
b34a3e3d72,1
0a96d05fdf,1
ab3f55a84d,1
0437867c21,1
80ea9ba96f,1
4914c3c579,1
33bb4fcc72,1
f0da745521,1
351d279fba,1
b5237966b8,1
55cec41587,1
2cbc372326,1
8997a62a75,1
bce5834e03,0
a9b9f7a878,1
d72edc0bb2,1
2fdd2501d1,1
5fcaa99ec8,1
3dfd82c60f,0
16f31448e1,1
bab04dc463,1
109b636fa5,1
cc29d748cb,0
bf4b4c0f0b,1
64b297c15e,1
bc1fbaf4a1,1
f59d8d766f,0
8a1bf14c15,1
acfcaea70b,1
97e53162ff,1
c0b7788e74,1
15c531b290,0
23efa13d7c,1
c44b286776,1
29ed43caca,1
6693f9c143,1
94e0c7c638,1
6114b48cb9,1
32463a2751,1
65ed990460,1
505f50a90d,1
481e268403,1
5ce968f9be,1
52ad93b3fe,0
e892068fd3,1
226adfd977,1
47f11efc72,1
d7b1ac80c4,1
401cc22f49,1
583bae2083,1
f003be5308,1
49ce2570e5,1
0693a85163,0
4b273cd32a,1
22003c0e96,1
0fe049b7ea,1
3d1184dabd,1
c2392d49e0,1
a25ccabf06,0
9b3fcf1668,1
d7746b6b68,1
86c20cf6ee,1
393b22b6c0,1
3c03dc0dd0,1
25e2db9995,1
d17a3a37e1,1
58f1b52257,1
32489d483d,1
00d907ce33,1
a7f2db128a,1
d39e6da95c,0
09fea0f3a7,1
31eb8ebd2a,1
4dda8fd71a,1
e4d6a48aa7,1
d0b52412b8,1
14acfa72dc,1
c6d6fbb9a6,1
797f9cddc0,1
4c5672e236,1
d35f126ad0,1
efdff6dde7,1
4dd3339756,0
dd3cd66574,1
e83b4e9bf0,0
7a27c3a84d,1
19de569235,1
66f1863628,1
3690fcb40e,1
bad6311330,1
75499e3bd1,1
27d6472b81,1
80995dff29,1
ca2d9efd4c,1
12bb670169,1
70b4033f03,1
8df42cd45a,1
82bc030c0d,1
9d6473d14d,1
146257b271,1
2fbae49319,1
b56108fc36,1
ed54440a2e,1
c135b2cef2,1
48c3502151,1
5e6040afd3,1
3ea60172a0,1
96e1deb162,1
819626535b,1
fec3cae0c2,1
89d9167173,1
dd911923ea,1
4f8c391159,1
403847cf44,1
dad1d09bfb,1
56f5217a16,1
4a9ef1f9d8,1
5a42a51462,1
c5a584d398,1
fee936fdc3,1
2813c4cf7e,0
2246ed3d84,1
1b1243d0b5,1
09042bf466,1
40e3087f9c,1
ad94e8b662,1
fc0b053a31,1
9f2a0b0b2f,1
7516f86838,1
2492330594,1
9aa7d6a58a,1
083e4f782b,1
ba5e02305b,1
9f4bb12e13,0
7a01848c2e,1
ae285917c7,1
5575fdaf3c,1
af3fbd5681,1
db7211afbf,1
23602f214f,1
c3459bc0bb,1
f02eed05d0,1
ff7126ea72,1
567ef8c2ed,1
d50a4dc3bf,1
d6bd94911e,1
23bf2d69d2,1
a6623df1a6,1
34409c9b8a,1
6a36ea6690,1
c5ec3e9e37,1
e74d67a818,1
b09824d000,1
3af70d3bc2,1
5e5cb6d0a9,1
0db9bf3e1f,1
4de0e1bb73,1
9a6736745f,1
8d40f9e62d,1
727e51734b,1
db23b82d03,1
e03a74beca,1
80b171ef7a,1
d49d1b7de1,0
4809e143db,1
0edb544179,1
c50f940f43,1
9a27ba671e,1
27c4e1f089,1
9965c5a810,1
4f6d52cbd8,1
6c0bac4f19,1
e692bbaf63,1
365974d586,1
32db5fc0a5,1
600c58d8b3,1
792c269f24,1
2c6f1f637b,1
c6322a85c2,1
3aa450d12d,1
10ad2966fa,1
96b3a98962,1
b5c13364bb,0
06ae0360a2,0
060db97af7,1
67d5b57919,1
a4388148b8,1
e43b9a1497,1
527b27665d,1
dbe35b6a0d,1
92c4eadecf,1
b1cec36547,1
1b5dea3fe9,1
8d8c915ea5,1
9b46f1ae17,1
1c68a5f609,1
b9a6b682b2,1
092c10bd84,1
84fd3611d6,1
9b8052833a,1
f9bdd41842,0
13c47e9bc8,1
9a1eaacda3,1
8645bcae50,1
b70c6bf768,1
f67575d0e9,1
ba93b78cfc,1
77c659aa89,1
303a1773cf,0
aa8b44f1b2,1
bf95b25f9d,0
b21b048c1d,0
4f7cba2eff,1
31dbbd2bb4,1
a7506a67a4,1
b2c81f2c95,1
99c5936498,1
7315faa6ce,1
132462ca21,1
a7225483b3,1
2dfb1e0fe3,0
3a013a37a6,1
b70639aec0,0
0b5a804a3c,1
78ccd0cec0,1
1c464c8953,0
29da8ca76b,0
9d414d77dd,0
4d05d59122,1
5a2393940b,1
2fd9eef1f8,1
938c32de3e,1
0e3d04ed05,1
9a0fce6d7e,1
32eb024489,1
6af90a76e4,1
2b68738448,1
af087c9deb,1
8823244442,1
9bb06e4848,1
717e76b467,1
3b6fdcc518,1
f6cb27e38e,1
419f3e9ef8,0
f29654c873,1
7e46f3f92a,1
43ad351369,1
853ebd7b47,1
ef60a2d1e7,1
983088f2b4,1
50b353f751,1
c4cad35b0f,1
9c44566550,1
32b28d840b,1
d576839165,1
86f3b2e352,1
ef1eb004ff,1
36bc98037c,1
faaf6a6f64,1
69789cff46,1
586a76af3d,1
dfd9f1800b,0
e0090fba83,1
d9e1b10a4f,1
0e5d9cd378,1
1a82a50aa9,1
57ee48d640,0
e0794d1a3e,1
2baa1924cd,1
c3261537c6,0
4acd2d7380,1
259ab53f07,1
c180265483,1
1e7956b538,1
c8a9799256,1
9fdac069e1,1
e27ea173e0,1
e468a185dc,1
fe626ba958,1
995db37ffd,1
a539826f28,0
5efc764068,1
e133dbdc62,1
e74af209c6,1
aca7565010,1
cac874449f,1
bff45fe27f,1
60521a571e,1
3b6a25d97c,1
bcf13877f7,1
c4a8602e0a,1
4e06f98760,1
62aebe35b6,1
0237b6fd87,1
c860b3f840,1
cfdb8ea6d8,1
935a3c2bf5,1
c1e33be64e,1
000b3211af,1
ffa3258a83,1
10f2498c35,0
35674461fe,1
4c086d6a58,1
d6a8cee69b,1
8e4553e921,1
cbfe82ef26,0
9fb92f7504,1
49ffb6b465,1
ed0ace22bf,1
dc346c6f1c,0
178b3ca782,1
0e83e0955a,1
6d3596cdb3,1
696a2abd8a,1
26d169a9e9,1
52fd9f56fb,1
2f7b589c41,1
1620bd719e,1
6e805ea65a,1
08f6036add,1
ce4b5fe266,1
792c97a352,1
384a8c1c53,1
8c08631422,1
daed8640af,1
0c79867978,1
fe588dce16,1
30b5985a07,1
c3e87ee9c0,1
5bbfbb31da,1
41cf23c2d2,1
e027169ec6,0
6c843b2f56,1
29736d30cc,1
2da7ae1656,1
0927b99040,1
a35cb60975,1
7e49648b99,1
b7234b7720,1
5bbef6942a,1
c9e5ca399a,1
d7607b8133,1
2d5206550f,1
13632b763a,1
f841b0e812,1
09e0880c54,0
bf2419a824,1
2fac1b845b,1
15fb68bf9f,1
a93afddcdf,1
8ec2997024,1
6559ad2e3e,1
a2867122b8,1
17deedd7a4,1
d27429521a,1
273aa26c3d,1
c12a98d8f3,1
0a60d11178,1
58b7571313,1
a25f8983ff,1
9b172f1737,1
c016333e85,1
63ec4e7de6,1
7796395821,0
4f2e517832,1
b3b338bcd0,1
add95c3198,1
c41d259d60,1
3099b7261b,1
15892f296d,1
d12acf4e01,1
dad3160e52,1
598603422e,1
c3c79502f9,1
02b43cd23c,1
058f39acca,1
90af5c843a,0
200f2b3566,1
85f882c027,1
5496094dac,1
866582d5a3,1
cb20977501,1
ddfc2cc8b3,1
0de656eac1,1
6be59d11d8,1
31d260e718,1
b22aff92be,1
96cc75e508,1
664d148574,1
6872aea3a9,1
21d77a32fb,1
5d8cc77f93,1
803e9c0931,0
16ca8a5ecc,1
038c049e2a,1
28e1999323,1
438a7d203a,1
0117a03b6d,1
cad99e531f,1
4987bf323b,1
ba3e84e67f,0
b2dc59805a,1
797aa81fda,0
0ea64bcbe6,1
4e7fb463e0,1
b33c27ad85,1
50eb2a08c3,1
0ee55890a7,1
eb9c11eb52,0
cf16d0c659,1
f7aa65a988,1
b8a3fea60e,1
5389177883,1
e59fd12277,1
264f1af9a0,1
d19724f22f,1
9d4dfb1f9e,1
e6b380cd3d,1
993c6eadd2,1
7993d38b85,1
42caab438e,1
b5e7df1efe,1
017a0bbb36,1
12cfea907c,0
43449f0068,1
795556dc39,1
38e8111514,0
18ee9d146c,1
f5e9c0eef2,1
434e673353,1
8b8932427d,0
c5f383c0a0,1
1.03E+211,1
8def10379e,1
74af7e0835,0
bb53ba1a89,1
11c5c7850b,1
455ef3e9b6,1
d761530c7f,1
ed1e06027c,1
47b4e91e39,1
0b39781a5a,1
8fbd0b19e6,1
8429087609,1
7900f25fbc,1
312868ebb2,1
5f2c04acd4,1
55b8e44c02,1
106aa6d022,1
4975dbda48,1
a3145ba47e,1
7e19629684,1
3495e809b3,1
a1b67a24aa,1
a0b1828b67,1
311985067b,1
c392253b42,1
62f3e63c1a,1
2942ed51f6,1
03798acf38,1
fd1ebb37c3,1
478a005e7c,1
9608ece440,1
e6b24b7014,1
105b761a2c,1
cca7cce9c8,1
d0b2e14355,1
f27f60c847,1
5380d2b0e5,0
38148a3e98,1
b29ea1892f,1
7dd51bdec1,1
409767144d,1
c627db4613,1
9fc2217d38,1
d14b33ede0,1
e7ed611f06,1
a61d4c6048,1
74b427ffa8,1
c7568067cd,1
8a6cdf6832,1
f4d1a681af,1
f81d71d2c2,1
029a603b00,1
e6826a5aa5,1
1e41208494,1
23f4fd4385,1
aa17c6f797,1
136b1926c9,1
6f381bb00f,1
c0d5be8bd4,1
e09b90939a,1
ec835dc0b0,1
eaf90c4253,0
41a96b7954,1
e5a26fb323,1
4e5d66beb2,1
4c5a7e6ffc,1
53714350ac,1
b4401d6b4d,1
05ff657624,1
dd72ee1430,0
094e0509ad,0
0182dd7de1,1
5b70f8bc73,1
8c280d0f80,1
98c02118e6,1
f4f24160c3,1
80420cfe74,1
5f1811bb3d,1
c7d3ab998a,1
7abd932d50,1
ed298c6e5d,1
3257bafde1,1
2c150a0703,1
2252c58ab0,1
7d933d9d21,1
f6400f56e9,0
4477b985e5,1
66019ddc8f,1
a7cf141043,1
4b2b16581a,1
e1a3e4575d,1
719934e5e0,1
dcba201932,1
a55208f877,1
c13f8a6154,1
e0eeef2f3f,1
003816f151,1
69c36e5f81,1
898c63c69f,1
b01100d6c6,1
131da67079,0
2a83e56667,1
83b44dda65,1
b3fa6e5c24,1
03e41eeb4f,1
83fc759a0b,1
ff9722bca7,1
ebf6233a5b,1
9e4228219d,1
25ce9a8b1b,1
ed6a316e8a,1
4244aec072,1
90751fc00f,1
c653189d96,1
9b2b40dda6,1
e4838b68a2,0
0ce20ef06e,1
fb030409ab,1
ae1b11d7ec,1
8739e2666f,1
e9a77e014a,1
7920a12924,1
8c091fb754,1
d3e52b51b7,1
4addb8e422,0
f18b102ad6,1
7720aca199,1
6115285ce8,1
a7af432585,1
28db608c0d,1
7e45ea194d,1
4760319f17,1
f3de150883,0
7e82aab535,1
bcc50747b1,0
357483f649,1
261a5bbd14,1
b03e2a23e5,1
ad37dcf4ff,1
5cd1ac2c57,1
7f0a146e26,1
3626f85ac4,1
cbd04fb4eb,1
b8f7efe383,1
d2ca4e1d3c,1
8eedc5a2ed,1
3b5aecf8d6,1
a154540c08,1
48801ef73a,1
91412dffcb,1
68a9b81741,1
458f7b2493,1
cf05148ed6,0
c963a42282,0
3d17d4b72c,1
eb79aabf05,1
21d05898d3,1
e76b1c30bb,1
2c5f261ff3,1
d3935b8571,1
2a35e976ea,1
3d128b58d0,1
67348350a4,1
93b5d1bbea,1
ed6bd3958e,1
45e3f93e9b,1
51051cb758,1
b84ea78203,1
441dcaef31,1
b4e721aa1e,1
a92e8ab2a1,1
31d77e5ff5,1
e887fbdfd5,1
78094a1191,0
a447f480ec,1
e2fdad0321,1
67cafda653,1
356bdefc64,1
d6ce1fc670,0
d613b00386,1
507a584ae5,1
2418966865,1
6247a1db0b,1
e48cf1bff4,1
6e693017f6,1
2c60e1c7a2,0
b770afa9e6,0
fe7c9215ae,1
472c3e2c41,1
0d7697aa10,1
fe09df7e91,1
33eb5a33be,1
bab53b4152,0
f877442216,0
311740836a,1
80aff8d880,1
fe89e929f4,1
0f4be91a14,1
5225c062f9,1
bd499c0bf7,1
483bb46b97,1
dacb6d78af,1
98b6544758,1
275fa7a3f8,1
346ce6428b,1
086bee572e,1
22df86426d,1
63dcc7d29f,1
f7ac9e16e5,1
59159f2163,1
c7fc03de4d,1
002bb8f1b3,1
d112d2e5bf,1
c762607c42,1
09b5db7af0,1
aa51082711,1
d4b544abff,1
ea1e41d586,1
ba28fe48b2,1
39e9f0e449,1
209de29f24,1
52aad0e22e,1
21ab400cb3,1
e93220b868,0
57ea442d4d,1
88a120f336,1
52fc580b72,1
3dc1ed5f06,1
fe2f3f3359,1
e170fafd8c,1
b38df0845d,1
cf1739382c,1
63e434fbf0,1
43d10bd312,1
6230b5c435,1
c6bc7536ef,1
c8caef9df3,1
213eae85e9,1
dce070190c,0
8db4aaef4a,1
cf95521362,1
c1dc0dd0f6,1
951e093497,1
5a34a7e52c,1
59f6677324,1
9b0db4e33e,0
c9e8281f8c,1
cac1ba6f5a,1
da8a88b872,1
196e5dec12,1
811dc7e401,1
a777619b23,1
8cdaa4f6d8,1
6aa5004916,0
ff7949688c,1
309706ed4f,1
2.91E+08,1
afa094db6a,1
b694518332,0
2d76387d6e,1
0b3588bf63,1
0d401237c2,0
3922543d77,1
e3082089c9,1
564c21df63,0
2c8062a094,1
515793e794,1
c435fb9416,1
c5279762d3,1
97eeb0161d,1
f0f6fda1f6,1
e8ce4f8bdc,1
c881dc16e9,1
89d0aed1ff,1
2ef49da640,1
7db53ed89f,1
a2819eaa7a,1
37b50ef2a5,1
4cc7d9995d,0
c0abd616ab,1
32058d2bb5,1
144252776,1
0c8dd8b628,0
c80d7e9b26,1
102384b03c,1
f97b498af4,1
908abc1bd1,1
0187f448b1,0
e833f3a85d,1
f980f61df3,1
07b57f906c,1
18ee7c255c,1
f7dc083f08,1
6d43a06459,1
44da06d16c,1
938f7e936c,1
ffd54ac7f7,1
e1c4ad96a0,1
68e6a47c75,1
05f4f3ddc3,1
026d3b6611,1
aa7362d09b,1
c10d6fac3d,0
d554ee2fe0,0
8534e70d73,1
a9bc0bc35d,1
4b2b6a59d4,1
80a1ed08bf,0
cebe0fc8d3,1
a1833e30a5,1
f820ad932c,1
9e25d010e9,1
a3b686ba61,1
5d9b0f4b31,0
7e69bec42c,0
422cd4f89f,1
d78be7b22e,1
95db70d9c2,1
f2f05cbdae,1
ab43c568d8,1
9b04365a55,1
2f136d0402,1
dc4fa42628,1
1cd62f2da1,1
170f84ffcf,0
c8e099fef6,1
1e1cb8d9a4,1
9d968ef838,1
ca10e6b390,1
d59c09da6c,1
16b8e23839,1
e9dd5ad752,1
a1ac7a0543,1
56395aff30,1
356c8f7848,1
8d85d53e36,1
320a6e56fc,1
88c2d7f95e,1
0740ae9f9b,1
4d7def819d,1
50c0004af6,1
bcbc9b5e75,0
93236f076c,1
be4b907022,1
760723a562,1
f66a3af202,1
6e60ed6d59,0
9c01aa6afd,1
412790a2ed,1
266d2b648f,1
4683236241,1
3b45abf7b5,1
9f8cd8c991,1
c3a4f9710d,1
1914dd82b2,1
51a31aa9a1,1
7b9f3f4f39,1
88c7658eb5,1
474b02cd39,1
a5cee2035b,1
c7e1468a65,1
5a877ae4b8,1
b8a77cd14c,1
b2bada7873,1
aab1caabf0,1
7240ccb4b2,1
c26aabf505,1
4f05a05989,1
f4c7e939ef,1
1f2a8f57c9,1
9048ec6e22,1
c8a8b0e791,1
3cb4d10927,1
112591001f,1
0b91f39c27,1
bc28048a07,0
9f32a3213d,1
8d548b1783,1
fc7842b0b4,1
3285374ab0,0
d2141d6d47,1
c032793654,1
8bb73c2ccd,1
0996990dca,1
c635a113c8,1
88a4261005,1
11b14ae498,1
12005b65fc,1
dbabff5048,1
0415387eb8,1
d26016300e,1
e150ad9d31,1
5c0e819f2b,1
462978616d,1
75dc8a3ff6,1
a9a725abfa,1
ef1debc105,1
5c2ae1e5f0,1
b820cb8056,1
dc6dae7f3b,1
3d0c74e523,1
0de2a265ef,1
86ae985c48,1
cc3b05f756,1
5524acce17,1
b33e54d9c8,1
f288113937,1
1137d77ecc,1
496abe9ad9,0
5b204b5429,1
c0414a6961,1
65bef2f8c9,0
65e715d6e5,1
4b34697ec5,1
36c50ba510,1
cea5b3f191,1
aa221b6a7d,1
ffcd5cb36e,1
cb8ff954c0,1
af9a810c77,0
d98aa88591,1
a7977acf38,1
5a9faa4da8,1
1b8c3ffa29,1
aa1a163174,1
a4bb5d0c5c,1
24e58e264b,1
01f2c9bae6,1
e02cb0c9a8,1
3f8df1fed3,1
4b8092674a,1
ef7149efd3,1
c00890fdfc,1
e3592de395,1
ad970e1d3f,1
098f6ce321,1
2cd5a21fbc,1
fcc4f3baa5,1
b86fe0c61a,1
ea1b1fd1bb,1
ec00ec25c7,1
17d1fdde01,1
91de6a547d,1
6e8fb1ede7,1
fd9f6c3e21,0
c3892f8e77,1
639aeb628f,1
ef465b57eb,1
e0ead16a3d,1
b09213d54b,1
79256fbe62,1
5813e09e81,1
50d03d593e,1
6816923abd,1
2524332d66,1
1900a6978a,1
e8d9d9671b,1
c69ccdfa56,1
3c6723fa1b,1
85e2495324,0
16b52fbd17,0
755bcfd6a2,0
fdc09f2f0b,1
1643564ce1,1
b4b9d74b06,1
b593189c2d,1
7a83b8c7e2,0
66762b14cd,1
7d59117a75,1
a769b2340c,1
4d31092a19,1
